,P_ID,year,month,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2
599,68912,2020,8,0.167,18,18,1,3,0,0,0,0,0,0,0,0,5,0,0.290
600,68912,2020,9,0.188,19,16,3,3,1,0,0,1,0,0,3,0,7,0,0.255
601,79150,2020,5,0.257,40,35,9,9,2,0,2,3,1,1,5,0,11,1,0.257
602,79150,2020,6,0.211,42,38,5,8,1,1,1,5,1,1,1,1,9,0,0.233
603,79150,2020,7,0.294,76,68,14,20,3,3,0,9,3,3,7,0,8,0,0.262
604,79150,2020,8,0.250,78,68,6,17,1,0,0,10,1,0,9,0,15,1,0.258
605,79150,2020,9,0.269,59,52,9,14,2,0,0,0,2,1,5,0,8,2,0.261
606,66354,2020,5,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.000
607,66354,2020,6,0.333,8,6,0,2,1,0,0,3,0,0,2,0,4,0,0.200
608,66354,2020,7,0.150,22,20,1,3,0,0,0,0,0,0,1,0,4,0,0.167
609,66354,2020,8,0.238,30,21,3,5,1,0,0,2,0,0,6,0,6,0,0.196
610,66354,2020,9,0.063,19,16,1,1,1,0,0,1,0,0,3,0,7,0,0.164
611,78643,2020,5,0.242,38,33,4,8,2,0,2,3,0,0,5,0,10,1,0.242
612,78643,2020,6,0.250,22,20,3,5,1,0,0,2,0,0,2,0,4,0,0.245
613,78643,2020,7,0.333,17,12,3,4,0,0,2,4,0,0,4,0,3,0,0.262
614,78643,2020,8,0.111,10,9,1,1,0,0,0,0,0,0,1,0,3,0,0.243
615,78643,2020,9,0.500,6,4,1,2,1,0,1,1,0,0,2,0,1,0,0.256
616,67893,2020,9,0.263,21,19,2,5,2,0,0,2,0,0,2,0,4,0,0.263
617,78135,2020,7,0.267,70,60,9,16,3,1,3,8,0,0,7,3,14,1,0.267
618,78135,2020,8,0.346,92,81,15,28,4,1,5,14,1,0,10,1,12,2,0.312
619,78135,2020,9,0.275,44,40,3,11,5,0,2,5,0,0,2,1,11,1,0.304
620,62265,2020,5,0.327,56,49,3,16,2,0,0,7,0,0,6,1,13,3,0.327
621,62265,2020,6,0.347,54,49,4,17,1,0,3,16,0,0,4,0,6,2,0.337
622,62265,2020,7,0.258,82,66,7,17,5,0,0,6,0,0,14,0,12,3,0.305
623,62265,2020,8,0.186,103,86,8,16,5,0,2,19,0,0,14,2,20,2,0.264
624,62265,2020,9,0.222,70,63,7,14,4,0,1,9,0,0,6,1,12,2,0.256
625,67391,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
626,67391,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
627,69442,2020,6,0.000,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0.000
628,69442,2020,8,0.231,17,13,0,3,2,0,0,5,0,0,1,0,5,0,0.200
629,69442,2020,9,0.250,12,12,0,3,0,0,0,2,0,0,0,0,4,0,0.222
630,76100,2020,9,0.277,78,65,13,18,2,0,4,15,0,0,13,0,16,3,0.277
631,50506,2020,5,0.210,93,81,9,17,4,0,4,17,2,0,7,2,15,2,0.210
632,50506,2020,6,0.337,95,86,14,29,5,1,0,12,4,0,7,0,11,2,0.275
633,50506,2020,7,0.325,87,77,12,25,4,0,2,13,1,0,9,0,6,4,0.291
634,50506,2020,8,0.358,91,81,14,29,10,0,3,9,3,0,7,3,7,3,0.308
635,50506,2020,9,0.240,86,75,15,18,3,0,1,8,2,0,9,1,11,5,0.295
636,65869,2020,5,0.048,21,21,0,1,0,0,0,0,0,0,0,0,5,2,0.048
637,65869,2020,6,0.143,7,7,1,1,1,0,0,0,0,0,0,0,2,0,0.071
638,65869,2020,7,0.236,63,55,4,13,1,0,2,7,1,0,4,2,19,2,0.181
639,65869,2020,8,0.000,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0.176
640,65869,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176
641,69453,2020,5,0.218,68,55,12,12,5,0,1,11,2,0,8,0,18,0,0.218
642,69453,2020,6,0.315,83,73,9,23,4,0,3,14,1,1,7,2,19,0,0.273
643,69453,2020,7,0.190,71,63,6,12,2,0,0,3,3,1,6,0,18,3,0.246
644,69453,2020,8,0.000,21,15,3,0,0,0,0,0,0,0,5,0,3,0,0.228
645,62802,2020,5,0.200,28,25,3,5,0,1,0,1,1,1,2,1,8,1,0.200
646,62802,2020,6,0.000,5,3,2,0,0,0,0,0,0,0,1,1,1,0,0.179
647,62802,2020,7,0.125,12,8,3,1,0,0,0,1,1,0,3,0,3,0,0.167
648,62802,2020,8,0.275,46,40,5,11,1,0,1,3,2,0,4,1,12,0,0.224
649,62802,2020,9,0.313,19,16,7,5,1,0,0,2,1,0,1,1,8,0,0.239
650,65362,2020,7,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000
651,65362,2020,8,0.000,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0.000
652,65362,2020,9,0.000,7,4,2,0,0,0,0,0,0,0,2,1,3,0,0.000
653,76118,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
654,76118,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
655,76118,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
656,78168,2020,5,0.321,99,84,15,27,3,1,3,15,5,2,11,2,5,2,0.321
657,78168,2020,6,0.268,101,82,14,22,3,2,1,7,6,1,18,1,12,2,0.295
658,78168,2020,7,0.286,109,91,15,26,5,2,1,5,5,2,14,0,15,1,0.292
659,78168,2020,8,0.222,105,81,14,18,4,0,0,7,4,2,20,0,6,2,0.275
660,78168,2020,9,0.354,80,65,14,23,8,0,0,6,3,1,12,1,6,1,0.288
661,79192,2020,5,0.319,98,91,19,29,4,1,4,23,0,0,4,2,18,4,0.319
662,79192,2020,6,0.269,76,67,10,18,2,0,1,6,0,2,8,0,7,1,0.297
663,79192,2020,7,0.203,65,59,6,12,2,0,2,14,0,0,4,2,15,1,0.272
664,79192,2020,8,0.329,96,85,10,28,5,0,2,22,0,1,7,2,18,2,0.288
665,79192,2020,9,0.350,22,20,3,7,0,0,2,8,0,0,1,1,2,1,0.292
666,64346,2020,5,0.278,40,36,3,10,4,0,0,6,3,0,4,0,9,1,0.278
667,64346,2020,8,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.270
668,64868,2020,5,0.424,72,59,16,25,4,0,0,9,1,0,10,1,6,0,0.424
669,64868,2020,6,0.260,84,73,14,19,3,0,0,4,3,0,11,0,14,4,0.333
670,64868,2020,7,0.290,72,62,10,18,0,0,0,3,4,2,9,1,17,0,0.320
671,64868,2020,8,0.284,77,67,9,19,4,0,0,3,0,0,10,0,17,1,0.310
672,64868,2020,9,0.245,60,53,7,13,2,0,0,3,2,1,7,0,14,1,0.299
673,66917,2020,5,0.188,16,16,5,3,2,0,0,2,0,0,0,0,3,0,0.188
674,66917,2020,6,0.292,28,24,2,7,1,0,0,2,0,0,3,1,2,0,0.250
675,66917,2020,7,0.333,15,12,1,4,1,0,0,2,1,1,0,0,2,0,0.269
676,66917,2020,8,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.264
677,69992,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
678,69992,2020,7,1.000,2,2,0,2,2,0,0,1,0,0,0,0,0,0,1.000
679,69992,2020,8,0.316,25,19,5,6,1,1,0,1,2,0,5,0,5,0,0.381
680,69992,2020,9,0.000,3,3,5,0,0,0,0,0,2,0,0,0,3,0,0.333
681,66409,2020,5,0.219,38,32,7,7,1,1,2,7,0,1,4,2,10,1,0.219
682,66409,2020,6,0.184,56,49,3,9,4,0,2,9,0,0,4,0,13,3,0.198
683,66409,2020,7,0.267,35,30,5,8,0,0,3,8,1,0,2,2,9,0,0.216
684,66409,2020,8,0.143,43,42,5,6,2,0,2,4,1,0,1,0,12,0,0.196
685,66409,2020,9,0.067,18,15,2,1,0,0,0,0,0,0,2,0,6,0,0.185
686,65898,2020,5,0.300,11,10,3,3,0,0,0,1,0,0,1,0,1,0,0.300
687,65898,2020,6,0.250,14,12,3,3,1,0,1,4,0,0,1,0,5,0,0.273
688,65898,2020,7,0.143,9,7,0,1,0,0,0,0,0,0,2,0,4,0,0.241
689,65898,2020,8,0.309,75,68,8,21,5,0,3,12,0,0,1,0,19,2,0.289
690,65898,2020,9,0.257,81,70,8,18,3,0,4,13,1,0,9,1,23,3,0.275
691,63342,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
692,63342,2020,6,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
693,63342,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
694,63342,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
695,79215,2020,5,0.214,96,84,15,18,6,0,1,9,0,0,8,3,11,2,0.214
696,79215,2020,6,0.444,91,81,22,36,9,0,2,16,2,0,6,2,11,0,0.327
697,79215,2020,7,0.253,96,83,18,21,6,0,3,10,2,0,11,1,14,1,0.302
698,79215,2020,8,0.298,104,94,20,28,6,0,6,12,2,2,5,4,9,1,0.301
699,79215,2020,9,0.286,81,77,12,22,10,0,0,12,0,0,3,0,9,2,0.298
700,66928,2020,6,0.000,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0.000
701,66928,2020,8,0.115,28,26,3,3,3,0,0,3,0,0,1,1,9,2,0.097
702,66928,2020,9,0.333,13,12,1,4,1,0,0,0,1,0,0,1,5,0,0.163
703,61295,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
704,61295,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
705,63348,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
706,63348,2020,6,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
707,63348,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
708,75125,2020,5,0.212,104,85,15,18,1,0,5,12,0,0,17,1,33,1,0.212
709,75125,2020,6,0.222,95,72,16,16,2,0,6,19,0,0,16,4,32,2,0.217
710,75125,2020,7,0.247,93,81,13,20,2,0,6,19,0,0,9,2,23,4,0.227
711,75125,2020,8,0.243,51,37,9,9,1,0,3,8,0,0,10,2,14,1,0.229
712,65398,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
713,65398,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
714,65399,2020,5,0.250,5,4,1,1,0,0,0,0,0,0,1,0,1,0,0.250
715,65399,2020,6,0.288,75,66,10,19,1,0,3,9,0,0,7,1,16,1,0.286
716,65399,2020,7,0.231,59,52,5,12,0,0,1,4,0,0,7,0,9,3,0.262
717,65399,2020,8,0.280,82,75,9,21,5,0,2,11,0,0,6,1,16,2,0.269
718,65399,2020,9,0.283,70,60,10,17,2,0,0,9,0,0,9,0,14,0,0.272
719,67449,2020,9,0.500,5,4,1,2,1,0,0,0,0,0,1,0,0,0,0.500
720,64890,2020,7,0.143,7,7,3,1,1,0,0,0,0,0,0,0,1,1,0.143
721,64890,2020,8,0.333,12,12,5,4,0,0,0,1,0,1,0,0,2,1,0.263
722,64890,2020,9,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.250
723,62332,2020,9,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.000
724,64893,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
725,64893,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
726,79231,2020,5,0.256,94,86,14,22,3,1,0,8,2,1,6,0,12,1,0.256
727,79231,2020,6,0.270,84,74,8,20,3,2,1,11,0,1,7,1,9,4,0.263
728,79231,2020,7,0.309,77,68,15,21,2,2,1,6,3,0,6,1,6,1,0.276
729,79231,2020,8,0.394,109,99,19,39,3,0,1,16,4,4,9,0,10,2,0.312
730,79231,2020,9,0.242,76,66,9,16,3,1,0,3,2,0,8,0,10,2,0.300
731,60288,2020,5,0.179,29,28,1,5,0,0,0,3,0,0,1,0,8,1,0.179
732,60288,2020,6,0.259,31,27,3,7,1,0,0,2,0,0,3,0,8,0,0.218
733,60288,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218
734,60288,2020,8,0.200,6,5,0,1,0,0,0,0,0,0,0,1,2,0,0.217
735,60288,2020,9,0.333,13,12,2,4,0,0,0,0,0,0,0,0,2,0,0.236
736,64896,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
737,65411,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
738,69508,2020,8,0.429,8,7,2,3,0,0,0,2,1,1,1,0,0,0,0.429
739,50054,2020,6,0.250,41,36,5,9,3,0,0,0,1,0,5,0,8,0,0.250
740,50054,2020,7,0.308,14,13,2,4,0,0,0,1,0,1,1,0,1,0,0.265
741,50054,2020,8,0.000,14,12,2,0,0,0,0,0,0,0,1,1,3,0,0.213
742,50054,2020,9,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.200
743,79240,2020,5,0.318,93,85,11,27,3,1,2,12,3,1,6,0,5,3,0.318
744,79240,2020,6,0.313,35,32,7,10,1,0,2,6,0,0,2,1,3,0,0.316
745,79240,2020,7,0.494,92,83,11,41,5,0,0,12,6,3,6,2,5,2,0.390
746,79240,2020,8,0.238,70,63,9,15,2,0,1,5,1,0,5,0,5,2,0.354
747,79240,2020,9,0.222,71,63,7,14,4,0,1,8,1,1,7,0,2,3,0.328
748,78217,2020,5,0.375,16,16,3,6,0,1,0,4,2,1,0,0,2,1,0.375
749,78217,2020,6,0.300,20,20,7,6,0,0,0,3,0,1,0,0,4,0,0.333
750,78217,2020,7,0.286,15,14,4,4,0,0,1,1,0,0,0,0,3,0,0.320
751,78217,2020,8,0.286,8,7,3,2,1,0,0,2,2,0,1,0,2,0,0.316
752,78217,2020,9,0.333,5,3,4,1,0,0,0,1,0,0,1,0,1,0,0.317
753,64906,2020,5,0.231,13,13,2,3,0,0,0,1,0,0,0,0,4,0,0.231
754,64906,2020,6,0.294,17,17,3,5,0,0,0,3,0,0,0,0,2,0,0.267
755,64906,2020,7,0.200,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0.257
756,64906,2020,8,0.167,15,12,3,2,0,0,0,0,0,0,1,0,4,0,0.234
757,64906,2020,9,0.182,12,11,1,2,0,0,0,1,0,0,1,0,1,0,0.224
758,71564,2020,5,0.349,100,86,7,30,6,0,1,15,0,0,11,1,8,2,0.349
759,71564,2020,6,0.276,100,87,16,24,3,0,8,22,0,0,13,0,14,4,0.312
760,71564,2020,7,0.293,91,82,9,24,6,0,2,13,0,0,8,0,9,4,0.306
761,71564,2020,8,0.256,97,90,10,23,4,0,3,19,0,0,3,1,13,4,0.293
762,71564,2020,9,0.247,91,81,8,20,4,0,1,12,0,0,9,0,11,5,0.284
763,75151,2020,5,0.258,69,62,5,16,2,0,0,9,0,0,5,0,9,3,0.258
764,75151,2020,6,0.242,73,66,5,16,0,1,1,5,0,1,6,1,11,4,0.250
765,75151,2020,7,0.263,20,19,2,5,0,0,0,0,0,0,1,0,6,0,0.252
766,75151,2020,8,0.444,9,9,0,4,1,0,0,3,0,0,0,0,3,0,0.263
767,75151,2020,9,0.174,24,23,1,4,2,0,0,3,0,0,0,0,5,0,0.251
768,62864,2020,7,0.367,32,30,3,11,1,1,0,6,0,0,2,0,5,0,0.367
769,62864,2020,8,0.207,67,58,7,12,1,0,0,4,0,0,7,0,12,2,0.261
770,62864,2020,9,0.267,49,45,4,12,2,0,2,6,0,0,2,0,4,1,0.263
771,78224,2020,5,0.277,97,83,14,23,5,0,4,19,0,0,12,0,30,1,0.277
772,78224,2020,6,0.255,115,94,17,24,2,0,7,27,2,0,20,0,29,2,0.266
773,78224,2020,7,0.322,100,87,17,28,5,0,3,16,1,0,12,0,24,3,0.284
774,78224,2020,8,0.276,92,76,9,21,3,0,5,14,3,0,16,0,21,3,0.282
775,78224,2020,9,0.205,83,73,9,15,4,0,4,15,0,0,9,1,19,1,0.269
776,50066,2020,5,0.250,17,16,1,4,2,0,0,2,0,0,1,0,3,1,0.250
777,50066,2020,6,0.125,9,8,0,1,0,0,0,0,0,0,1,0,3,0,0.208
778,50066,2020,7,1.000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.240
779,62353,2020,5,0.100,11,10,2,1,0,0,0,1,0,0,1,0,4,0,0.100
780,62353,2020,6,0.263,20,19,5,5,0,0,0,1,1,0,0,1,6,0,0.207
781,62353,2020,7,0.000,7,6,4,0,0,0,0,0,1,0,1,0,2,0,0.171
782,62353,2020,8,0.333,3,3,5,1,0,0,0,0,5,0,0,0,1,0,0.184
783,62353,2020,9,0.000,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0.175
784,62356,2020,5,0.231,41,39,5,9,1,0,0,2,1,0,2,0,8,3,0.231
785,62356,2020,6,0.162,42,37,5,6,0,1,1,2,0,0,2,0,12,0,0.197
786,62356,2020,7,0.308,14,13,1,4,1,0,0,1,0,0,1,0,2,0,0.213
787,62356,2020,8,0.200,7,5,0,1,0,0,0,1,0,0,0,1,0,0,0.213
788,62356,2020,9,0.333,3,3,1,1,0,0,0,0,0,0,0,0,2,0,0.216
789,66965,2020,9,0.182,13,11,0,2,0,0,0,1,0,0,2,0,3,0,0.182
790,63894,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
791,63894,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
792,64407,2020,6,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000
793,64407,2020,7,0.583,15,12,3,7,1,0,0,3,0,0,2,1,1,0,0.438
794,64407,2020,8,0.185,30,27,1,5,1,0,0,1,0,0,1,2,6,0,0.279
795,64407,2020,9,0.375,8,8,2,3,0,0,0,0,0,0,0,0,1,0,0.294
796,73113,2020,5,0.296,87,71,12,21,3,0,3,17,0,0,10,2,19,3,0.296
797,73113,2020,6,0.297,74,64,5,19,4,0,2,8,0,0,8,2,18,2,0.296
798,73113,2020,7,0.250,71,60,6,15,1,0,4,14,0,1,9,0,19,4,0.282
799,73113,2020,8,0.156,37,32,3,5,1,0,1,4,0,0,5,0,14,0,0.264
800,73113,2020,9,0.328,72,61,5,20,7,0,1,9,0,0,6,4,19,1,0.278
801,63903,2020,8,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000
802,62884,2020,5,0.167,7,6,0,1,0,0,0,0,0,0,1,0,3,1,0.167
803,62884,2020,6,0.154,30,26,2,4,0,0,0,1,1,0,3,1,7,0,0.156
804,62884,2020,7,0.250,4,4,0,1,0,0,0,2,0,0,0,0,1,0,0.167
805,62884,2020,8,0.316,67,57,11,18,2,0,0,5,0,0,9,0,12,2,0.258
806,62884,2020,9,0.282,47,39,8,11,1,0,2,7,0,0,8,0,4,0,0.265
807,78756,2020,5,0.346,28,26,2,9,2,0,1,5,0,0,1,0,4,0,0.346
808,78756,2020,6,0.278,21,18,2,5,0,0,0,1,0,0,2,1,1,3,0.318
809,78756,2020,7,0.141,69,64,5,9,1,0,1,6,0,0,4,0,13,5,0.213
810,78756,2020,8,0.261,27,23,3,6,1,0,0,1,0,0,3,0,2,0,0.221
811,78756,2020,9,0.192,34,26,2,5,0,0,0,2,0,0,3,2,6,1,0.217
812,68518,2020,5,0.114,49,44,2,5,0,0,0,3,0,0,3,0,10,3,0.114
813,68518,2020,6,0.235,18,17,0,4,0,0,0,0,0,0,0,0,5,1,0.148
814,68518,2020,7,0.120,30,25,3,3,0,0,0,0,0,0,2,0,8,2,0.140
815,68518,2020,8,0.091,27,22,2,2,1,0,0,0,0,0,3,1,3,0,0.130
816,68518,2020,9,0.083,12,12,1,1,0,0,0,0,0,0,0,0,3,0,0.125
817,50600,2020,7,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000
818,50600,2020,8,0.275,41,40,4,11,1,0,0,6,0,1,0,0,7,0,0.275
819,50600,2020,9,0.200,39,35,1,7,2,0,0,1,0,1,1,0,5,1,0.240
820,61353,2020,5,0.200,20,20,0,4,0,2,0,3,1,0,0,0,4,1,0.200
821,61353,2020,6,0.261,49,46,1,12,0,0,0,4,0,0,2,1,16,1,0.242
822,61353,2020,7,0.129,33,31,1,4,0,0,0,2,0,1,2,0,7,1,0.206
823,61353,2020,8,0.356,49,45,6,16,4,0,1,7,0,1,3,0,3,0,0.254
824,61353,2020,9,0.224,70,67,7,15,2,0,1,1,0,1,3,0,13,0,0.244
825,63913,2020,7,0.000,6,6,0,0,0,0,0,0,0,0,0,0,4,1,0.000
826,63913,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
827,63914,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
828,60841,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
829,68525,2020,5,0.250,87,80,5,20,5,0,1,5,0,1,4,2,19,2,0.250
830,68525,2020,6,0.191,55,47,2,9,1,0,1,5,0,1,7,0,8,0,0.228
831,68525,2020,7,0.294,79,68,14,20,3,0,7,22,0,0,7,1,16,4,0.251
832,68525,2020,8,0.293,97,82,13,24,2,0,2,9,0,0,13,0,19,2,0.264
833,68525,2020,9,0.303,89,76,11,23,4,0,0,7,0,0,13,0,19,3,0.272
834,61869,2020,5,0.311,70,61,8,19,1,1,1,9,3,1,6,1,13,0,0.311
835,61869,2020,6,0.143,53,49,3,7,0,1,1,5,2,0,0,0,18,1,0.236
836,61869,2020,7,0.250,17,16,3,4,1,0,0,1,2,0,1,0,3,1,0.238
837,62895,2020,5,0.317,68,60,10,19,3,0,6,12,0,0,6,0,17,3,0.317
838,62895,2020,7,0.217,54,46,8,10,0,0,4,9,1,0,5,3,11,3,0.274
839,62895,2020,8,0.235,85,68,14,16,2,0,3,5,1,0,14,3,17,2,0.259
840,62895,2020,9,0.158,24,19,3,3,0,0,2,5,0,0,5,0,4,0,0.249
841,63920,2020,5,0.238,25,21,4,5,0,0,1,3,0,0,4,0,2,2,0.238
842,63920,2020,7,0.000,6,5,0,0,0,0,0,0,0,0,1,0,2,0,0.192
843,63920,2020,8,0.292,28,24,3,7,0,0,0,2,0,0,4,0,4,1,0.240
844,63920,2020,9,0.133,16,15,1,2,1,0,0,0,0,0,1,0,1,0,0.215
845,62893,2020,5,0.000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.000
846,62893,2020,6,1.000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.500
847,62893,2020,7,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.500
848,62893,2020,8,0.000,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0.250
849,62893,2020,9,0.000,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0.200
850,73136,2020,5,0.250,98,92,6,23,2,0,2,13,1,1,4,2,22,1,0.250
851,73136,2020,6,0.122,43,41,3,5,1,0,0,4,0,0,2,0,14,2,0.211
852,73136,2020,7,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.207
853,73136,2020,8,0.125,20,16,5,2,0,0,2,4,0,0,3,1,3,0,0.199
854,73136,2020,9,0.222,48,45,4,10,2,0,2,7,0,0,2,1,17,1,0.204
855,74163,2020,5,0.302,65,53,9,16,1,0,1,5,4,2,11,1,6,1,0.302
856,74163,2020,6,0.263,93,80,11,21,2,0,0,10,2,1,10,2,11,2,0.278
857,74163,2020,7,0.270,102,89,12,24,1,0,0,4,7,3,12,0,6,2,0.275
858,74163,2020,8,0.313,97,80,15,25,4,0,0,3,2,2,15,2,4,1,0.285
859,74163,2020,9,0.286,46,42,5,12,3,1,0,2,0,0,4,0,3,0,0.285
860,60339,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
861,60339,2020,6,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
862,60339,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
863,60339,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
864,65462,2020,8,0.500,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.500
865,60343,2020,5,0.217,27,23,3,5,0,0,2,5,0,0,3,1,4,1,0.217
866,60343,2020,6,0.000,8,8,0,0,0,0,0,0,0,0,0,0,2,1,0.161
867,60343,2020,7,0.190,24,21,2,4,0,0,0,3,0,0,2,0,6,1,0.173
868,60343,2020,8,0.182,15,11,0,2,0,0,0,1,0,0,1,1,4,0,0.175
869,60343,2020,9,0.500,28,26,5,13,4,0,1,1,0,2,1,1,3,1,0.270
870,65464,2020,5,0.200,5,5,0,1,0,0,0,0,0,0,0,0,3,0,0.200
871,65464,2020,6,0.143,15,14,3,2,0,0,1,1,0,0,1,0,3,0,0.158
872,65464,2020,7,0.200,27,25,1,5,1,0,0,3,0,0,1,0,6,0,0.182
873,65464,2020,8,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.174
874,79290,2020,6,0.238,48,42,6,10,1,0,2,11,1,0,4,1,10,1,0.238
875,79290,2020,7,0.176,17,17,1,3,0,0,0,2,0,0,0,0,4,1,0.220
876,79290,2020,8,0.350,22,20,3,7,0,0,1,4,0,1,2,0,5,0,0.253
877,79290,2020,9,0.000,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0.235
878,62907,2020,5,0.322,102,90,17,29,6,1,2,12,2,0,9,1,4,2,0.322
879,62907,2020,6,0.302,95,86,14,26,7,1,1,9,3,1,5,1,8,3,0.313
880,62907,2020,7,0.338,78,71,13,24,3,0,0,6,3,2,6,0,10,1,0.320
881,62907,2020,8,0.367,35,30,4,11,1,0,1,2,0,1,4,1,3,0,0.325
882,62907,2020,9,0.395,98,86,14,34,6,2,0,15,5,1,4,6,13,2,0.342
883,77243,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
884,77243,2020,6,0.500,14,12,1,6,0,0,0,2,0,0,2,0,3,0,0.500
885,77243,2020,7,0.214,14,14,0,3,0,0,0,1,0,0,0,0,3,1,0.346
886,77243,2020,8,0.286,9,7,0,2,0,0,0,1,0,0,1,1,2,0,0.333
887,77243,2020,9,0.000,6,4,0,0,0,0,0,0,0,0,1,0,3,0,0.297
888,62908,2020,5,0.250,48,48,3,12,2,0,0,4,2,0,0,0,6,2,0.250
889,62908,2020,6,0.167,12,12,0,2,0,0,0,0,0,0,0,0,2,1,0.233
890,62908,2020,8,0.375,9,8,1,3,1,0,0,1,0,0,1,0,0,0,0.250
891,62908,2020,9,0.000,4,2,1,0,0,0,0,0,0,0,2,0,2,0,0.243
892,67005,2020,8,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000
893,67005,2020,9,0.000,13,10,1,0,0,0,0,1,0,1,3,0,2,0,0.000
894,77248,2020,5,0.286,54,49,9,14,1,0,3,10,1,2,4,0,18,1,0.286
895,77248,2020,6,0.308,15,13,3,4,0,0,1,4,0,0,2,0,1,0,0.290
896,77248,2020,7,0.172,64,58,8,10,4,1,1,10,5,1,5,0,16,2,0.233
897,77248,2020,8,0.273,13,11,4,3,0,0,0,2,3,1,1,0,5,0,0.237
898,77248,2020,9,0.111,12,9,1,1,0,0,0,0,0,0,3,0,5,0,0.229
899,67008,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
900,67008,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
901,62404,2020,5,0.361,43,36,6,13,4,0,1,6,3,1,5,1,6,0,0.361
902,62404,2020,6,0.293,82,75,11,22,6,0,4,11,4,0,4,2,15,1,0.315
