,P_ID,year,month,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2
295,64657,2020,8,0.320,65,50,12,16,5,0,1,7,1,0,8,5,20,0,0.245
296,64657,2020,9,0.244,58,45,13,11,1,0,2,6,1,0,9,3,13,0,0.245
297,63634,2020,5,0.175,45,40,3,7,1,0,1,3,0,0,3,1,14,2,0.175
298,63634,2020,6,0.200,5,5,0,1,0,0,0,0,0,0,0,0,1,1,0.178
299,63634,2020,7,0.333,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0.188
300,63634,2020,8,0.231,17,13,1,3,0,0,1,2,0,0,3,1,3,0,0.197
301,63634,2020,9,0.214,16,14,0,3,1,0,0,1,0,0,0,1,5,0,0.200
302,66707,2020,6,0.235,18,17,2,4,2,0,0,1,0,0,0,1,6,1,0.235
303,66707,2020,7,0.000,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0.182
304,66707,2020,8,0.400,5,5,1,2,0,0,0,0,0,0,0,0,1,0,0.222
305,66707,2020,9,0.000,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0.176
306,63636,2020,8,0.231,13,13,0,3,0,0,0,0,0,0,0,0,5,0,0.231
307,63636,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231
308,60566,2020,5,0.083,13,12,4,1,0,0,0,0,0,0,0,0,1,1,0.083
309,60566,2020,6,0.188,16,16,2,3,0,0,0,0,2,1,0,0,1,0,0.143
310,60566,2020,7,0.000,9,7,6,0,0,0,0,0,4,0,2,0,1,1,0.114
311,60566,2020,8,0.000,9,9,2,0,0,0,0,0,0,1,0,0,1,0,0.091
312,60566,2020,9,0.500,2,2,2,1,1,0,0,2,0,0,0,0,0,0,0.109
313,77463,2020,5,0.125,9,8,0,1,0,0,0,0,0,0,1,0,2,0,0.125
314,77463,2020,6,0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0.083
315,77463,2020,7,0.375,74,64,6,24,1,0,4,15,0,0,10,0,12,1,0.329
316,77463,2020,8,0.261,53,46,2,12,1,0,2,5,0,0,7,0,10,1,0.303
317,77463,2020,9,0.160,31,25,1,4,2,0,0,2,0,0,6,0,5,1,0.279
318,50840,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
319,64153,2020,8,0.250,12,12,0,3,0,0,0,1,0,0,0,0,2,0,0.250
320,64153,2020,9,0.229,54,48,4,11,2,0,3,7,0,0,4,1,12,0,0.233
321,66203,2020,6,0.125,8,8,1,1,1,0,0,0,0,0,0,0,2,0,0.125
322,66203,2020,8,0.250,11,8,1,2,0,0,0,1,0,0,2,0,1,0,0.188
323,66203,2020,9,0.500,6,6,1,3,1,0,0,0,0,0,0,0,3,0,0.273
324,71837,2020,5,0.238,47,42,6,10,2,0,1,4,2,1,4,0,13,1,0.238
325,71837,2020,6,0.258,69,62,8,16,1,1,4,12,1,2,6,0,11,2,0.250
326,71837,2020,7,0.250,49,44,7,11,1,0,0,4,1,0,3,1,8,1,0.250
327,71837,2020,8,0.375,38,32,7,12,4,0,2,12,0,0,3,1,5,2,0.272
328,71837,2020,9,0.176,39,34,2,6,0,0,0,2,0,0,4,1,10,2,0.257
329,50848,2020,8,0.286,16,14,4,4,0,0,2,4,0,0,1,1,3,0,0.286
330,50848,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286
331,66209,2020,8,1.000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.000
332,66209,2020,9,0.000,5,5,0,0,0,0,0,0,0,1,0,0,2,0,0.167
333,71842,2020,5,0.120,27,25,0,3,0,0,0,2,0,0,0,0,10,1,0.120
334,71842,2020,6,0.200,31,30,1,6,4,0,0,3,0,0,1,0,9,3,0.164
335,71842,2020,7,0.158,20,19,1,3,1,0,0,1,0,0,0,0,6,0,0.162
336,71842,2020,8,0.182,13,11,1,2,1,0,0,2,0,0,1,0,3,0,0.165
337,71842,2020,9,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.163
338,64166,2020,5,0.373,91,83,13,31,9,2,1,15,2,1,6,0,17,1,0.373
339,64166,2020,6,0.284,116,102,14,29,7,1,2,7,3,0,10,2,25,1,0.324
340,64166,2020,7,0.346,93,81,15,28,2,0,5,13,8,4,10,1,27,0,0.331
341,64166,2020,8,0.237,94,76,15,18,4,0,2,8,3,3,18,0,20,3,0.310
342,64166,2020,9,0.269,90,78,15,21,1,0,3,14,2,2,9,0,22,1,0.302
343,50854,2020,5,0.333,18,18,2,6,1,1,0,0,0,0,0,0,3,0,0.333
344,50854,2020,6,0.315,103,92,13,29,4,0,0,1,3,0,9,0,12,2,0.318
345,50854,2020,7,0.211,107,95,11,20,3,0,1,9,6,2,7,2,19,0,0.268
346,50854,2020,8,0.279,103,86,15,24,5,2,0,5,1,1,12,2,11,0,0.271
347,50854,2020,9,0.275,75,69,10,19,2,0,0,5,4,0,3,0,16,1,0.272
348,50859,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
349,50859,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
350,69804,2020,9,0.333,10,9,1,3,1,0,0,0,1,0,1,0,1,1,0.333
351,50350,2020,7,0.357,15,14,3,5,2,0,1,5,0,0,0,1,2,1,0.357
352,50350,2020,8,0.310,99,87,9,27,4,0,0,11,0,0,11,0,10,4,0.317
353,50350,2020,9,0.227,84,75,7,17,4,0,0,8,2,0,6,1,10,1,0.278
354,61102,2020,5,0.234,73,64,7,15,2,0,2,12,1,1,5,3,14,2,0.234
355,61102,2020,6,0.346,88,81,12,28,5,0,2,19,0,0,3,3,14,2,0.297
356,61102,2020,7,0.253,83,79,8,20,2,0,3,13,0,0,2,2,19,4,0.281
357,61102,2020,8,0.243,82,74,13,18,3,0,6,16,0,0,7,1,20,3,0.272
358,61102,2020,9,0.183,64,60,2,11,3,0,0,5,0,0,3,1,12,3,0.257
359,78513,2020,5,0.302,103,96,17,29,10,0,4,10,1,1,7,0,18,2,0.302
360,78513,2020,6,0.280,101,93,16,26,3,0,5,13,1,0,6,2,13,4,0.291
361,78513,2020,7,0.276,100,87,14,24,4,0,4,17,1,1,10,2,10,4,0.286
362,78513,2020,8,0.293,101,92,16,27,6,1,3,18,1,1,5,2,9,3,0.288
363,78513,2020,9,0.295,93,78,13,23,4,0,4,19,0,1,12,2,14,1,0.289
364,50357,2020,7,0.316,19,19,0,6,2,0,0,1,0,1,0,0,7,0,0.316
365,50357,2020,8,0.000,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.286
366,65207,2020,5,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.000
367,65207,2020,6,0.000,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0.000
368,65207,2020,7,1.000,2,2,5,2,0,0,0,3,0,1,0,0,0,0,0.500
369,65207,2020,8,0.200,6,5,6,1,0,0,0,0,2,1,1,0,1,1,0.333
370,65207,2020,9,0.308,15,13,3,4,1,0,0,1,0,0,1,0,2,0,0.318
371,50360,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
372,69306,2020,5,0.231,31,26,4,6,2,0,0,4,0,0,3,2,6,0,0.231
373,69306,2020,6,0.300,11,10,2,3,0,0,1,2,0,1,0,0,2,0,0.250
374,69306,2020,7,0.167,6,6,2,1,1,0,0,0,0,0,0,0,2,0,0.238
375,69306,2020,8,0.000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0.233
376,50365,2020,9,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
377,64704,2020,5,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.000
378,64704,2020,6,0.318,26,22,2,7,2,0,0,4,0,1,3,1,5,0,0.280
379,64704,2020,7,0.200,23,20,2,4,1,0,0,1,0,0,1,1,7,0,0.244
380,64704,2020,8,0.273,11,11,1,3,0,1,0,1,0,0,0,0,4,0,0.250
381,64704,2020,9,0.150,20,20,3,3,0,0,0,0,0,0,0,0,5,0,0.224
382,69825,2020,5,0.191,55,47,7,9,2,1,0,5,5,0,8,0,8,1,0.191
383,69825,2020,9,0.200,5,5,1,1,1,0,0,0,0,0,0,0,1,1,0.192
384,62146,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
385,62146,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
386,63440,2020,5,0.444,10,9,2,4,0,0,2,4,0,0,0,0,3,0,0.444
387,63440,2020,6,0.204,56,54,0,11,1,0,0,5,0,0,2,0,14,1,0.238
388,63440,2020,8,0.317,42,41,4,13,0,0,1,11,0,0,1,0,8,3,0.269
389,63440,2020,9,0.105,21,19,0,2,0,0,0,0,0,0,2,0,3,1,0.244
390,64209,2020,7,0.222,9,9,0,2,0,0,0,0,0,1,0,0,5,0,0.222
391,64209,2020,8,0.000,9,7,2,0,0,0,0,0,0,0,1,1,4,0,0.125
392,64209,2020,9,0.250,4,4,3,1,0,0,0,0,0,0,0,0,2,0,0.150
393,68305,2020,5,0.200,5,5,1,1,1,0,0,0,0,0,0,0,2,0,0.200
394,68305,2020,8,0.333,22,21,3,7,2,0,0,4,0,0,1,0,4,1,0.308
395,68305,2020,9,0.200,21,20,2,4,2,0,0,7,0,0,0,0,7,1,0.261
396,78548,2020,5,0.309,78,68,8,21,3,0,3,18,0,0,5,0,7,4,0.309
397,78548,2020,6,0.246,79,69,4,17,2,0,1,10,0,0,6,1,22,1,0.277
398,78548,2020,7,0.288,69,59,8,17,2,0,3,17,0,0,8,0,7,1,0.281
399,78548,2020,8,0.316,68,57,6,18,2,0,1,10,0,0,8,0,4,4,0.289
400,78548,2020,9,0.273,70,66,3,18,2,0,2,13,0,0,2,0,12,3,0.285
401,63700,2020,5,0.000,4,3,2,0,0,0,0,1,0,0,1,0,2,0,0.000
402,63700,2020,6,0.143,7,7,0,1,0,0,0,1,0,0,0,0,2,0,0.100
403,63700,2020,7,0.154,14,13,3,2,1,0,1,2,0,0,1,0,4,0,0.130
404,64213,2020,6,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
405,64213,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
406,64213,2020,8,0.270,38,37,6,10,0,1,0,7,0,0,0,0,7,2,0.270
407,64213,2020,9,0.500,8,6,3,3,0,0,0,2,0,0,2,0,1,0,0.302
408,63704,2020,5,0.367,55,49,12,18,2,2,1,5,2,3,5,0,8,0,0.367
409,63704,2020,6,0.196,50,46,4,9,1,0,0,0,1,1,4,0,14,0,0.284
410,63704,2020,7,0.200,5,5,0,1,0,0,0,0,0,1,0,0,1,0,0.280
411,63704,2020,8,0.278,88,72,9,20,3,1,0,6,2,2,14,1,14,1,0.279
412,63704,2020,9,0.179,74,67,8,12,1,0,0,6,4,0,6,0,15,1,0.251
413,77532,2020,5,0.301,104,83,19,25,3,0,1,10,1,0,19,0,8,1,0.301
414,77532,2020,6,0.389,105,95,17,37,11,0,2,19,0,0,8,0,10,1,0.348
415,77532,2020,7,0.345,96,84,14,29,6,0,0,10,2,0,9,1,14,0,0.347
416,77532,2020,8,0.358,90,81,17,29,7,0,4,20,0,0,8,0,7,3,0.350
417,77532,2020,9,0.333,74,72,7,24,4,0,0,6,1,0,2,0,5,3,0.347
418,74465,2020,5,0.274,75,62,11,17,1,0,5,10,0,0,9,1,11,0,0.274
419,74465,2020,6,0.259,78,58,10,15,0,0,1,11,0,0,15,3,11,2,0.267
420,74465,2020,7,0.373,77,67,13,25,5,0,4,16,0,0,9,0,8,1,0.305
421,74465,2020,8,0.220,69,50,6,11,1,0,0,7,0,1,15,4,10,1,0.287
422,74465,2020,9,0.288,69,59,8,17,4,0,1,8,0,0,7,2,13,4,0.287
423,63202,2020,7,0.125,8,8,0,1,0,0,0,0,0,0,0,0,2,1,0.125
424,63202,2020,8,1.000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.222
425,67304,2020,5,0.277,70,65,11,18,2,1,1,5,2,1,5,0,16,0,0.277
426,67304,2020,6,0.310,100,87,19,27,4,2,4,17,3,2,11,0,18,1,0.296
427,67304,2020,7,0.210,95,81,9,17,5,0,1,11,5,1,11,1,21,2,0.266
428,67304,2020,8,0.323,99,93,15,30,5,1,1,13,10,1,6,0,10,0,0.282
429,67304,2020,9,0.293,86,82,13,24,5,2,0,9,1,3,3,1,15,1,0.284
430,63722,2020,5,0.319,54,47,8,15,1,0,4,6,0,0,2,3,11,1,0.319
431,63722,2020,6,0.188,56,48,4,9,2,0,0,6,0,0,6,0,13,2,0.253
432,63722,2020,7,0.256,45,39,3,10,2,0,2,5,0,0,2,2,10,1,0.254
433,63722,2020,8,0.241,38,29,3,7,0,0,2,5,0,0,8,0,8,0,0.252
434,63722,2020,9,0.185,29,27,2,5,1,0,0,2,0,0,1,0,7,0,0.242
435,50923,2020,5,0.269,88,78,11,21,2,1,5,18,4,1,7,3,26,0,0.269
436,50923,2020,6,0.329,91,82,22,27,4,2,8,26,4,1,6,3,23,2,0.300
437,50923,2020,7,0.264,94,87,18,23,4,2,5,19,4,0,5,1,29,3,0.287
438,50923,2020,8,0.293,68,58,11,17,2,0,2,11,2,1,8,1,18,1,0.289
439,50923,2020,9,0.316,89,76,13,24,4,1,4,16,4,0,9,2,21,1,0.294
440,62700,2020,5,0.333,43,42,2,14,3,0,0,7,2,0,1,0,8,1,0.333
441,62700,2020,7,0.296,75,71,7,21,3,0,0,7,1,1,3,0,13,0,0.310
442,62700,2020,8,0.236,78,72,4,17,2,0,2,12,0,0,3,1,21,1,0.281
443,62700,2020,9,0.296,79,71,8,21,2,0,0,5,1,0,6,1,22,1,0.285
444,69360,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
445,69360,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
446,67828,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
447,67828,2020,6,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
448,67828,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
449,68341,2020,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
450,79608,2020,5,0.284,98,88,9,25,7,0,1,13,6,1,8,1,10,2,0.284
451,79608,2020,6,0.293,84,75,10,22,7,0,2,11,2,2,7,1,13,1,0.288
452,79608,2020,7,0.288,90,80,7,23,4,0,1,6,3,0,5,2,8,3,0.288
453,79608,2020,8,0.219,81,73,10,16,4,0,0,5,3,0,7,1,8,1,0.272
454,79608,2020,9,0.345,67,58,9,20,4,0,2,15,0,0,6,2,5,2,0.283
455,68346,2020,6,0.250,8,8,1,2,1,0,0,2,0,0,0,0,3,1,0.250
456,68346,2020,8,-,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.250
457,68346,2020,9,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.222
458,72443,2020,5,0.270,108,89,18,24,4,0,4,12,0,0,17,1,14,1,0.270
459,72443,2020,6,0.371,73,62,11,23,3,0,4,19,0,0,10,0,10,1,0.311
460,72443,2020,7,0.330,100,88,13,29,7,0,2,15,0,0,9,3,17,3,0.318
461,72443,2020,8,0.374,103,91,17,34,7,1,2,13,0,0,11,1,19,1,0.333
462,72443,2020,9,0.382,84,76,14,29,10,0,5,21,0,0,7,0,14,1,0.342
463,77564,2020,5,0.288,76,66,5,19,6,0,0,11,0,0,9,1,13,3,0.288
464,77564,2020,6,0.289,44,38,4,11,2,0,1,4,1,0,3,0,6,1,0.288
465,77564,2020,7,0.375,35,32,4,12,2,0,2,12,0,0,3,0,3,1,0.309
466,77564,2020,8,0.250,57,52,6,13,3,0,0,7,0,0,2,1,16,3,0.293
467,77564,2020,9,0.200,15,15,1,3,0,0,1,2,1,0,0,0,6,0,0.286
468,61186,2020,5,0.282,95,85,18,24,3,1,1,5,5,2,9,0,14,1,0.282
469,61186,2020,6,0.277,110,94,11,26,2,0,0,15,0,3,10,1,10,1,0.279
470,61186,2020,7,0.294,63,51,10,15,2,0,0,7,1,0,8,3,6,0,0.283
471,61186,2020,9,0.275,55,51,4,14,4,1,2,7,1,0,4,0,9,4,0.281
472,61700,2020,6,0.222,11,9,2,2,0,0,0,1,0,0,2,0,1,0,0.222
473,61700,2020,7,0.273,56,44,7,12,2,0,1,3,0,1,12,0,12,0,0.264
474,61700,2020,8,0.214,53,42,3,9,1,0,1,6,0,1,7,1,16,0,0.242
475,61700,2020,9,0.205,55,44,6,9,1,0,2,7,0,0,7,2,16,2,0.230
476,79109,2020,5,0.227,85,75,13,17,3,2,3,10,2,1,6,1,24,0,0.227
477,79109,2020,6,0.289,97,83,12,24,7,0,0,10,7,1,6,4,14,2,0.259
478,79109,2020,7,0.337,101,95,20,32,7,1,5,20,4,0,4,1,17,0,0.289
479,79109,2020,8,0.250,104,96,10,24,8,2,1,10,1,2,7,0,21,1,0.278
480,79109,2020,9,0.311,86,74,20,23,6,0,1,8,5,0,10,1,21,0,0.284
481,68868,2020,5,0.154,14,13,2,2,0,0,0,2,0,0,1,0,0,1,0.154
482,68868,2020,6,0.286,48,42,6,12,2,0,1,2,1,0,5,0,6,0,0.255
483,68868,2020,7,0.275,103,91,13,25,2,0,2,9,0,1,10,0,14,1,0.267
484,68868,2020,8,0.115,31,26,2,3,0,0,0,1,0,0,2,0,7,1,0.244
485,68868,2020,9,0.100,11,10,0,1,0,0,0,0,0,0,1,0,1,0,0.236
486,64260,2020,6,0.429,22,21,3,9,1,0,0,1,0,0,1,0,4,0,0.429
487,64260,2020,7,0.000,18,18,2,0,0,0,0,0,0,2,0,0,2,0,0.231
488,64260,2020,8,0.364,11,11,2,4,1,1,0,3,0,0,0,0,3,1,0.260
489,64260,2020,9,0.000,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0.241
490,64266,2020,5,0.333,14,12,2,4,1,0,0,3,0,0,1,0,2,2,0.333
491,64266,2020,6,0.476,21,21,3,10,1,0,2,4,1,0,0,0,3,0,0.424
492,64266,2020,7,0.267,69,60,8,16,2,0,3,7,1,0,6,0,21,0,0.323
493,64266,2020,8,0.192,28,26,1,5,1,0,0,3,0,0,2,0,5,0,0.294
494,64266,2020,9,0.267,17,15,2,4,2,0,0,1,0,0,2,0,6,1,0.291
495,78603,2020,5,0.349,100,86,14,30,6,0,0,10,1,1,14,0,13,2,0.349
496,78603,2020,6,0.281,37,32,2,9,3,0,0,4,0,0,4,1,3,2,0.331
497,78603,2020,7,0.706,20,17,4,12,3,0,0,4,0,0,1,1,1,0,0.378
498,78603,2020,8,0.226,34,31,3,7,1,0,0,1,0,0,3,0,6,0,0.349
499,78603,2020,9,0.414,34,29,4,12,1,0,0,5,0,0,3,0,3,3,0.359
500,67341,2020,5,0.359,107,92,14,33,8,1,4,19,2,0,12,1,6,1,0.359
501,67341,2020,6,0.381,109,97,20,37,12,2,3,16,1,0,8,1,9,5,0.370
502,67341,2020,7,0.319,105,94,16,30,6,1,5,22,3,1,9,0,8,2,0.353
503,67341,2020,8,0.330,107,97,14,32,10,0,2,17,2,0,7,2,6,4,0.347
504,67341,2020,9,0.313,95,80,11,25,4,1,1,19,3,0,13,0,11,0,0.341
505,61197,2020,5,0.273,12,11,2,3,0,0,0,2,0,0,1,0,3,0,0.273
506,61197,2020,6,0.278,44,36,5,10,0,0,1,6,0,2,7,1,4,1,0.277
507,61197,2020,7,0.265,37,34,5,9,1,0,0,3,1,0,2,0,6,1,0.272
508,61204,2020,5,0.235,17,17,2,4,1,0,0,3,0,0,0,0,1,0,0.235
509,61204,2020,6,0.176,18,17,5,3,0,0,0,1,3,0,1,0,1,1,0.206
510,61204,2020,7,0.273,12,11,6,3,1,0,0,0,3,1,1,0,3,0,0.222
511,61204,2020,8,0.000,6,5,1,0,0,0,0,0,2,0,1,0,0,1,0.200
512,61204,2020,9,0.222,9,9,5,2,1,0,0,0,0,2,0,0,3,0,0.203
513,66838,2020,5,0.267,97,90,16,24,4,0,5,18,1,0,5,0,16,4,0.267
514,66838,2020,6,0.250,41,40,2,10,2,0,0,4,1,1,0,1,6,1,0.262
515,66838,2020,7,0.250,56,52,6,13,3,0,1,6,1,0,4,0,13,2,0.258
516,66838,2020,8,0.356,64,59,7,21,4,0,4,8,0,0,4,0,19,2,0.282
517,66838,2020,9,0.412,71,68,13,28,3,0,5,18,0,1,2,0,8,3,0.311
518,61208,2020,5,0.282,93,85,11,24,1,0,0,4,3,2,6,0,14,3,0.282
519,61208,2020,6,0.250,59,52,5,13,2,0,0,2,3,0,4,0,7,0,0.270
520,61208,2020,7,0.400,32,25,4,10,5,0,1,4,2,1,6,0,3,1,0.290
521,61208,2020,8,0.267,18,15,1,4,0,1,0,1,0,1,2,0,1,0,0.288
522,61208,2020,9,0.286,43,35,4,10,2,0,0,1,1,1,3,2,11,1,0.288
523,64793,2020,6,0.182,12,11,0,2,0,0,0,1,0,0,1,0,3,0,0.182
524,64793,2020,7,0.182,13,11,3,2,0,0,0,0,0,0,1,0,3,0,0.182
525,64793,2020,8,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.174
526,50458,2020,5,0.241,33,29,7,7,1,0,0,0,1,0,1,0,2,0,0.241
527,50458,2020,6,0.297,41,37,6,11,0,1,0,5,3,1,2,0,4,1,0.273
528,50458,2020,7,0.209,47,43,8,9,1,0,0,4,5,0,3,0,9,0,0.248
529,50458,2020,8,0.280,85,75,15,21,3,0,1,2,8,0,8,2,9,0,0.261
530,50458,2020,9,0.207,36,29,5,6,0,0,0,1,2,2,6,0,9,0,0.254
531,63257,2020,5,0.083,14,12,2,1,0,0,0,0,0,0,2,0,0,2,0.083
532,63257,2020,6,0.200,24,15,6,3,1,0,0,1,0,0,7,2,4,0,0.148
533,63257,2020,7,0.167,8,6,1,1,1,0,0,0,0,0,1,0,0,0,0.152
534,63257,2020,8,0.241,36,29,3,7,3,0,1,7,0,0,5,0,5,1,0.194
535,63257,2020,9,0.375,13,8,1,3,0,0,0,3,0,0,5,0,0,0,0.214
536,63260,2020,5,0.056,22,18,3,1,1,0,0,1,0,0,3,1,4,0,0.056
537,63260,2020,6,0.000,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0.048
538,63260,2020,8,0.500,5,4,1,2,0,0,0,0,0,0,0,1,2,0,0.120
539,65304,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
540,65304,2020,9,1.000,3,2,0,2,0,0,0,0,0,0,1,0,0,0,1.000
541,69403,2020,6,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0.000
542,69403,2020,8,0.000,7,6,0,0,0,0,0,0,0,0,1,0,2,0,0.000
543,67872,2020,5,0.253,97,83,11,21,5,0,2,7,0,0,14,0,20,0,0.253
544,67872,2020,6,0.282,103,85,14,24,8,0,6,22,0,0,16,1,19,2,0.268
545,67872,2020,7,0.217,96,83,14,18,2,0,5,7,2,0,13,0,29,1,0.251
546,67872,2020,8,0.315,96,73,15,23,4,0,5,20,1,0,19,2,10,1,0.265
547,67872,2020,9,0.289,87,76,17,22,2,0,7,18,0,1,9,2,17,0,0.270
548,62244,2020,5,0.276,70,58,8,16,0,0,0,6,0,2,9,2,5,3,0.276
549,62244,2020,6,0.250,77,72,14,18,6,1,2,12,0,0,2,2,12,1,0.262
550,62244,2020,7,0.370,63,54,6,20,2,0,1,13,1,1,4,2,3,1,0.293
551,62244,2020,8,0.158,45,38,5,6,1,0,1,3,1,0,5,2,4,1,0.270
552,62244,2020,9,0.229,62,48,6,11,2,0,0,7,0,0,8,3,9,1,0.263
553,78629,2020,5,0.333,92,81,12,27,6,0,4,17,0,0,9,1,19,1,0.333
554,78629,2020,6,0.221,78,68,13,15,1,0,2,8,0,0,9,1,17,0,0.282
555,78629,2020,7,0.325,99,83,14,27,3,0,3,20,0,0,10,5,10,1,0.297
556,78629,2020,8,0.279,98,86,15,24,2,0,4,24,0,0,9,2,30,0,0.292
557,78629,2020,9,0.298,77,57,8,17,3,1,2,11,0,0,15,4,16,1,0.293
558,50468,2020,5,0.250,73,64,9,16,3,0,3,11,0,1,5,3,21,0,0.250
559,50468,2020,6,0.327,72,55,16,18,5,0,3,14,5,0,14,3,17,2,0.286
560,50468,2020,7,0.231,18,13,1,3,0,0,0,2,1,0,4,1,3,1,0.280
561,50469,2020,8,0.182,25,22,2,4,0,0,1,1,0,0,3,0,6,1,0.182
562,50469,2020,9,0.243,83,74,6,18,4,0,4,13,1,0,7,0,20,0,0.229
563,79140,2020,5,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
564,79140,2020,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
565,79140,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
566,67365,2020,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000
567,69418,2020,5,0.370,28,27,3,10,2,0,0,3,1,0,1,0,4,0,0.370
568,69418,2020,6,0.182,61,55,10,10,2,0,1,4,3,2,4,0,11,2,0.244
569,69418,2020,7,0.281,36,32,3,9,3,0,0,1,0,0,2,1,6,0,0.254
570,69418,2020,8,0.278,56,54,4,15,4,0,0,5,0,3,0,1,7,2,0.262
571,69418,2020,9,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.262
572,78122,2020,5,0.333,28,21,5,7,5,0,0,8,0,0,2,2,6,1,0.333
573,78122,2020,6,0.321,31,28,6,9,1,0,1,5,0,0,1,2,4,1,0.327
574,78122,2020,7,0.238,25,21,1,5,0,0,0,2,0,0,0,0,2,0,0.300
575,78122,2020,8,0.200,10,10,1,2,0,0,0,2,0,0,0,0,1,0,0.288
576,78122,2020,9,0.273,13,11,0,3,0,0,0,1,0,0,1,0,0,1,0.286
577,74540,2020,5,0.189,58,53,7,10,2,0,4,6,0,0,5,0,14,1,0.189
578,74540,2020,6,0.233,43,43,2,10,2,0,1,3,0,0,0,0,8,1,0.208
579,74540,2020,7,0.377,76,69,16,26,5,0,5,18,0,0,7,0,10,2,0.279
580,74540,2020,8,0.300,74,60,7,18,1,0,4,12,0,0,10,2,11,6,0.284
581,74540,2020,9,0.244,50,45,4,11,1,0,1,3,0,0,5,0,6,4,0.278
582,64300,2020,5,0.236,108,89,20,21,6,0,4,16,2,0,17,2,12,1,0.236
583,64300,2020,6,0.299,103,87,19,26,3,1,6,16,5,0,14,1,12,3,0.267
584,64300,2020,7,0.333,110,93,27,31,3,0,7,24,4,0,13,1,10,2,0.290
585,64300,2020,8,0.297,118,101,18,30,3,0,5,23,6,0,13,2,8,5,0.292
586,64300,2020,9,0.329,86,76,12,25,3,0,4,17,3,0,9,1,12,1,0.298
587,75566,2020,5,0.226,97,84,10,19,5,0,3,17,0,0,9,0,16,1,0.226
588,75566,2020,6,0.321,60,53,9,17,4,0,2,15,0,0,6,0,10,2,0.263
589,75566,2020,7,0.297,85,64,8,19,1,0,3,21,0,1,15,1,10,1,0.274
590,75566,2020,8,0.233,65,60,6,14,2,0,0,4,0,0,5,0,11,1,0.264
591,75566,2020,9,0.308,69,65,8,20,2,0,3,9,0,0,2,0,14,1,0.273
592,61743,2020,5,0.250,30,28,4,7,0,0,1,4,0,1,2,0,7,0,0.250
593,61743,2020,6,0.167,13,12,1,2,0,0,0,0,0,0,1,0,3,0,0.225
594,61743,2020,7,0.357,62,56,10,20,6,0,2,8,0,1,5,1,14,0,0.302
595,61743,2020,8,0.238,21,21,2,5,1,0,0,2,0,0,0,0,5,0,0.291
596,61743,2020,9,0.273,12,11,1,3,0,0,0,0,0,1,1,0,2,1,0.289
597,68912,2020,6,0.500,7,6,0,3,0,0,0,1,0,0,1,0,2,0,0.500
598,68912,2020,7,0.429,7,7,1,3,0,0,0,2,0,0,0,0,1,0,0.462
