"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","RBI","BB","HP","KK","GD","AVG","PA","SB","CS","SF"
2020,8,64213,"OB",37,10,0,1,0,7,0,0,7,2,0.27,38,0,0,1
2020,8,50165,"LG",89,24,1,1,10,18,11,0,31,2,0.27,100,1,0,0
2020,8,64004,"KT",30,8,1,0,1,6,6,0,9,0,0.267,36,2,1,0
2020,8,61208,"HH",15,4,0,1,0,1,2,0,1,0,0.267,18,0,1,1
2020,8,74339,"KT",79,21,4,0,2,10,10,0,9,5,0.266,90,0,0,1
2020,8,62558,"LT",38,10,1,0,2,9,10,0,9,0,0.263,50,1,1,2
2020,8,77463,"SK",46,12,1,0,2,5,7,0,10,1,0.261,53,0,0,0
2020,8,78756,"HH",23,6,1,0,0,1,3,0,2,0,0.261,27,0,0,1
2020,8,71564,"LT",90,23,4,0,3,19,3,1,13,4,0.256,97,0,0,3
2020,8,65586,"WO",67,17,3,2,2,7,7,1,12,2,0.254,77,2,0,2
2020,8,66203,"OB",8,2,0,0,0,1,2,0,1,0,0.25,11,0,0,1
2020,8,75847,"SK",76,19,3,0,6,23,16,3,18,1,0.25,98,2,1,3
2020,8,77564,"LG",52,13,3,0,0,7,2,1,16,3,0.25,57,0,0,2
2020,8,64153,"LG",12,3,0,0,0,1,0,0,2,0,0.25,12,0,0,0
2020,8,79109,"LG",96,24,8,2,1,10,7,0,21,1,0.25,104,1,2,1
2020,8,79150,"LG",68,17,1,0,0,10,9,0,15,1,0.25,78,1,0,1
2020,8,62931,"NC",72,18,3,1,4,19,9,0,16,2,0.25,81,0,0,0
2020,8,66657,"HT",4,1,0,0,0,1,1,0,1,0,0.25,5,0,0,0
2020,8,79402,"SS",32,8,1,0,0,3,1,2,3,0,0.25,35,0,0,0
2020,8,76313,"KT",86,21,9,1,1,14,13,1,16,2,0.244,100,3,2,0
2020,8,75125,"WO",37,9,1,0,3,8,10,2,14,1,0.243,51,0,0,2
2020,8,61102,"LG",74,18,3,0,6,16,7,1,20,3,0.243,82,0,0,0
2020,8,63257,"OB",29,7,3,0,1,7,5,0,5,1,0.241,36,0,0,2
2020,8,63722,"HT",29,7,0,0,2,5,8,0,8,0,0.241,38,0,0,1
2020,8,62404,"SS",87,21,1,0,1,13,13,1,19,0,0.241,102,3,0,1
2020,8,79240,"OB",63,15,2,0,1,5,5,0,5,2,0.238,70,1,0,2
2020,8,66354,"WO",21,5,1,0,0,2,6,0,6,0,0.238,30,0,0,3
2020,8,61743,"SK",21,5,1,0,0,2,0,0,5,0,0.238,21,0,0,0
2020,8,69636,"HT",21,5,0,0,2,7,0,2,9,0,0.238,23,0,0,0
2020,8,64166,"KT",76,18,4,0,2,8,18,0,20,3,0.237,94,3,3,0
2020,8,62700,"HH",72,17,2,0,2,12,3,1,21,1,0.236,78,0,0,2
2020,8,62895,"SK",68,16,2,0,3,5,14,3,17,2,0.235,85,1,0,0
2020,8,62934,"NC",17,4,2,0,0,1,2,1,4,0,0.235,20,1,1,0
2020,8,64560,"HT",17,4,2,0,0,1,2,0,3,1,0.235,19,0,0,0
2020,8,64468,"SS",64,15,2,0,1,5,3,0,13,1,0.234,69,1,1,2
2020,8,75566,"SS",60,14,2,0,0,4,5,0,11,1,0.233,65,0,0,0
2020,8,63634,"KT",13,3,0,0,1,2,3,1,3,0,0.231,17,0,0,0
2020,8,63636,"HT",13,3,0,0,0,0,0,0,5,0,0.231,13,0,0,0
2020,8,69442,"SS",13,3,2,0,0,5,1,0,5,0,0.231,17,0,0,3
2020,8,50704,"HH",26,6,1,0,0,2,2,0,10,0,0.231,28,0,0,0
2020,8,64504,"LT",13,3,1,0,0,3,0,0,3,0,0.231,13,0,0,0
2020,8,78603,"HT",31,7,1,0,0,1,3,0,6,0,0.226,34,0,0,0
2020,8,76753,"HH",31,7,1,0,2,7,3,0,4,5,0.226,35,0,0,1
2020,8,78168,"WO",81,18,4,0,0,7,20,0,6,2,0.222,105,4,2,4
2020,8,74729,"HH",45,10,1,0,1,4,4,2,12,2,0.222,52,0,0,1
2020,8,74465,"NC",50,11,1,0,0,7,15,4,10,1,0.22,69,0,1,0
2020,8,79608,"LT",73,16,4,0,0,5,7,1,8,1,0.219,81,3,0,0
2020,8,50730,"HH",55,12,3,0,1,8,7,2,17,0,0.218,64,0,0,0
2020,8,76249,"LT",51,11,0,0,0,6,3,2,13,0,0.216,57,0,1,1
2020,8,61700,"HH",42,9,1,0,1,6,7,1,16,0,0.214,53,0,1,3
2020,8,72133,"LG",24,5,0,0,0,2,1,0,6,1,0.208,26,0,0,1
2020,8,62864,"HT",58,12,1,0,0,4,7,0,12,2,0.207,67,0,0,2
2020,8,67025,"KT",97,20,3,1,7,23,6,1,27,3,0.206,106,0,1,2
2020,8,63963,"NC",44,9,2,0,1,4,7,2,10,0,0.205,55,0,0,2
2020,8,64646,"HT",79,16,2,0,0,8,6,0,17,0,0.203,88,5,0,3
2020,8,50202,"OB",5,1,0,0,0,0,0,0,0,0,0.2,5,0,0,0
2020,8,62356,"WO",5,1,0,0,0,1,0,1,0,0,0.2,7,0,0,1
2020,8,76869,"SK",10,2,0,0,0,0,0,0,2,0,0.2,10,0,0,0
2020,8,65207,"LG",5,1,0,0,0,0,1,0,1,1,0.2,6,2,1,0
2020,8,78122,"NC",10,2,0,0,0,2,0,0,1,0,0.2,10,0,0,0
2020,8,60288,"SS",5,1,0,0,0,0,0,1,2,0,0.2,6,0,0,0
2020,8,73306,"NC",51,10,4,0,0,3,6,1,13,3,0.196,59,1,0,1
2020,8,64006,"KT",67,13,1,1,1,6,8,1,14,2,0.194,80,3,1,4
2020,8,64115,"LG",31,6,1,0,1,4,4,0,4,1,0.194,37,0,0,2
2020,8,64266,"SS",26,5,1,0,0,3,2,0,5,0,0.192,28,0,0,0
2020,8,68743,"HH",26,5,0,0,0,0,4,1,11,0,0.192,32,0,0,1
2020,8,79365,"WO",37,7,1,0,0,2,4,1,9,2,0.189,42,0,0,0
2020,8,71184,"LG",16,3,0,0,0,1,1,0,3,0,0.188,18,0,0,1
2020,8,62265,"HT",86,16,5,0,2,19,14,2,20,2,0.186,103,0,0,1
2020,8,64407,"SS",27,5,1,0,0,1,1,2,6,0,0.185,30,0,0,0
2020,8,67207,"OB",33,6,1,0,0,1,5,1,10,2,0.182,40,7,0,1
2020,8,71842,"OB",11,2,1,0,0,2,1,0,3,0,0.182,13,0,0,1
2020,8,65653,"HT",22,4,1,0,1,5,3,0,10,1,0.182,25,0,0,0
2020,8,50469,"SS",22,4,0,0,1,1,3,0,6,1,0.182,25,0,0,0
2020,8,60343,"HH",11,2,0,0,0,1,1,1,4,0,0.182,15,0,0,2
2020,8,61566,"LT",11,2,2,0,0,0,2,0,4,1,0.182,13,0,0,0
2020,8,75808,"LG",6,1,0,0,0,1,2,0,0,0,0.167,8,0,0,0
2020,8,68912,"NC",18,3,0,0,0,0,0,0,5,0,0.167,18,0,0,0
2020,8,64906,"KT",12,2,0,0,0,0,1,0,4,0,0.167,15,0,0,2
2020,8,62244,"OB",38,6,1,0,1,3,5,2,4,1,0.158,45,1,0,0
2020,8,73113,"KT",32,5,1,0,1,4,5,0,14,0,0.156,37,0,0,0
2020,8,66614,"HT",41,6,0,0,1,1,3,1,10,0,0.146,47,0,1,2
2020,8,66409,"SS",42,6,2,0,2,4,1,0,12,0,0.143,43,1,0,0
2020,8,71752,"HH",32,4,0,0,0,4,1,0,5,1,0.125,34,0,0,1
2020,8,73136,"HH",16,2,0,0,2,4,3,1,3,0,0.125,20,0,0,0
2020,8,68868,"SK",26,3,0,0,0,1,2,0,7,1,0.115,31,0,0,3
2020,8,66928,"NC",26,3,3,0,0,3,1,1,9,2,0.115,28,0,0,0
2020,8,78643,"HT",9,1,0,0,0,0,1,0,3,0,0.111,10,0,0,0
2020,8,64012,"KT",10,1,0,0,0,0,2,0,3,0,0.1,12,0,0,0
2020,8,69766,"HH",10,1,0,0,0,0,2,0,6,0,0.1,12,0,0,0
2020,8,76812,"SK",31,3,1,0,1,1,6,1,4,2,0.097,40,0,0,2
2020,8,68518,"LT",22,2,1,0,0,0,3,1,3,0,0.091,27,0,0,1
2020,8,50707,"HH",17,1,0,0,0,0,0,0,4,0,0.059,17,0,0,0
2020,8,68200,"OB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,50204,"OB",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,8,50208,"OB",2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
2020,8,68211,"OB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,50360,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,76430,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,68346,"WO",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2020,8,65304,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,67391,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,69306,"WO",1,0,0,0,0,0,1,0,0,0,0,2,0,0,0
2020,8,50357,"WO",2,0,0,0,0,0,0,0,2,0,0,2,0,0,0
2020,8,65362,"WO",6,0,0,0,0,0,0,0,1,0,0,6,0,0,0
2020,8,64346,"WO",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,8,63348,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,69360,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,63894,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,79847,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,64893,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,64896,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,61895,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,50859,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,74215,"SK",4,0,0,0,0,0,0,0,2,0,0,4,0,0,0
2020,8,65869,"SK",2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
2020,8,63450,"SK",3,0,0,0,0,0,0,0,0,0,0,3,0,1,0
2020,8,50802,"SK",5,0,0,0,0,0,0,1,0,0,0,6,0,0,0
2020,8,66113,"LG",11,0,0,0,0,0,0,1,0,1,0,12,0,0,0
2020,8,64100,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,73801,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,68106,"LG",2,0,0,0,0,0,0,0,2,0,0,2,0,0,0
2020,8,69134,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,79140,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,62146,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,63913,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,64101,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,61295,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,60339,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,66917,"NC",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,8,63914,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,63903,"NC",3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2020,8,60566,"NC",9,0,0,0,0,0,0,0,1,0,0,9,0,1,0
2020,8,68043,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,64014,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,63448,"KT",3,0,0,0,0,0,0,0,2,0,0,4,0,0,1
2020,8,65040,"KT",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,8,64724,"KT",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2020,8,65060,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,50054,"KT",12,0,0,0,0,0,1,1,3,0,0,14,0,0,0
2020,8,67005,"KT",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,8,50657,"HT",1,0,0,0,0,0,1,0,1,0,0,2,0,0,0
2020,8,62893,"HT",2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
2020,8,65464,"HT",2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
2020,8,64793,"SS",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,8,64499,"SS",3,0,0,0,0,1,0,0,2,0,0,4,0,0,1
2020,8,62409,"SS",2,0,0,0,0,0,2,0,2,0,0,4,0,0,0
2020,8,69403,"SS",6,0,0,0,0,0,1,0,2,0,0,7,0,0,0
2020,8,69453,"SS",15,0,0,0,0,0,5,0,3,0,0,21,0,0,1
2020,8,68701,"HH",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,8,50709,"HH",3,0,0,0,0,0,0,0,2,0,0,3,0,0,0
2020,8,64209,"HH",7,0,0,0,0,0,1,1,4,0,0,9,0,0,0
2020,8,65522,"LT",3,0,0,0,0,0,1,0,2,0,0,4,0,0,0
2020,8,61204,"LT",5,0,0,0,0,0,1,0,0,1,0,6,2,0,0
2020,9,65304,"WO",2,2,0,0,0,0,0,0,0,0,1,3,0,0,0
2020,9,64012,"KT",7,4,1,0,1,2,2,0,2,0,0.571,10,0,0,0
2020,9,68204,"OB",4,2,1,0,0,3,0,0,1,0,0.5,4,0,0,0
2020,9,66203,"OB",6,3,1,0,0,0,0,0,3,0,0.5,6,0,0,0
2020,9,50293,"OB",2,1,0,0,0,0,0,0,0,0,0.5,2,0,0,0
2020,9,64213,"OB",6,3,0,0,0,2,2,0,1,0,0.5,8,0,0,0
2020,9,62356,"WO",2,1,0,0,0,0,0,0,1,0,0.5,3,0,0,0
2020,9,79192,"LG",12,6,0,0,1,6,0,1,2,0,0.5,22,0,0,0
2020,9,64469,"SS",2,1,0,0,0,0,0,0,0,0,0.5,3,0,0,0
2020,9,60343,"HH",25,12,3,0,1,1,1,1,3,1,0.48,28,0,2,0
2020,9,66606,"HT",63,28,5,1,0,7,6,3,7,0,0.444,82,2,1,0
2020,9,62907,"NC",79,33,6,2,0,14,3,5,12,1,0.418,98,5,1,2
2020,9,66838,"SS",60,25,3,0,5,18,2,0,7,2,0.417,71,0,1,1
2020,9,64007,"KT",17,7,0,1,2,5,2,0,3,0,0.412,21,0,0,0
2020,9,64610,"SS",32,13,0,0,0,3,6,0,7,1,0.406,48,0,0,3
2020,9,76232,"NC",75,30,3,1,7,24,6,1,6,0,0.4,90,1,2,1
2020,9,78603,"HT",23,9,1,0,0,3,2,0,3,3,0.391,34,0,0,2
2020,9,76290,"LG",55,21,4,0,1,20,9,0,10,0,0.382,74,0,0,2
2020,9,63257,"OB",8,3,0,0,0,3,4,0,0,0,0.375,13,0,0,0
2020,9,77564,"LG",8,3,0,0,1,2,0,0,2,0,0.375,15,1,0,0
2020,9,76313,"KT",72,27,3,2,3,15,9,1,16,1,0.375,92,4,1,1
2020,9,64407,"SS",8,3,0,0,0,0,0,0,1,0,0.375,8,0,0,0
2020,9,67025,"KT",67,25,3,0,5,16,12,1,14,3,0.373,91,0,0,2
2020,9,66614,"HT",19,7,0,0,1,5,0,0,4,0,0.368,22,0,0,1
2020,9,66928,"NC",11,4,1,0,0,0,0,1,4,0,0.364,13,1,0,0
2020,9,79608,"LT",55,20,4,0,2,15,5,2,5,2,0.364,67,0,0,1
2020,9,79402,"SS",64,23,0,1,1,12,9,0,8,0,0.359,82,2,0,0
2020,9,72443,"HT",68,24,8,0,5,20,7,0,13,1,0.353,84,0,0,1
2020,9,77532,"LT",63,22,4,0,0,6,1,0,4,3,0.349,74,1,0,0
2020,9,75566,"SS",58,20,2,0,3,9,1,0,12,0,0.345,69,0,0,2
2020,9,62404,"SS",71,24,5,1,3,17,7,0,13,2,0.338,88,2,0,1
2020,9,67207,"OB",6,2,0,0,0,1,2,1,3,0,0.333,9,0,2,0
2020,9,78217,"LG",3,1,0,0,0,1,1,0,1,0,0.333,5,0,0,1
2020,9,66113,"LG",9,3,1,0,0,2,1,0,3,0,0.333,10,0,0,0
2020,9,72133,"LG",42,14,3,0,2,6,4,0,4,0,0.333,46,0,0,0
2020,9,64100,"LG",6,2,0,0,0,0,0,0,2,1,0.333,7,0,0,1
2020,9,71184,"LG",6,2,0,0,0,0,0,0,0,0,0.333,6,0,0,0
2020,9,73113,"KT",54,18,5,0,1,8,5,4,18,1,0.333,72,0,0,1
2020,9,62802,"KT",15,5,1,0,0,2,1,1,8,0,0.333,19,1,0,1
2020,9,64984,"HT",51,17,1,0,0,7,1,1,5,1,0.333,61,0,1,0
2020,9,60288,"SS",12,4,0,0,0,0,0,0,2,0,0.333,13,0,0,1
2020,9,50707,"HH",30,10,0,0,0,3,3,0,8,0,0.333,39,0,0,2
2020,9,65506,"LT",33,11,0,0,1,4,5,1,8,0,0.333,39,4,0,0
2020,9,50923,"NC",70,23,4,1,4,16,8,2,18,1,0.329,89,4,0,2
2020,9,68050,"KT",70,23,3,0,2,14,10,2,12,0,0.329,91,1,0,0
2020,9,78168,"WO",58,19,7,0,0,2,12,1,6,0,0.328,80,3,1,2
2020,9,68525,"LT",68,22,4,0,0,7,12,0,15,2,0.324,89,0,0,0
2020,9,69209,"OB",72,23,3,0,2,8,5,1,7,3,0.319,86,0,0,0
2020,9,66108,"LG",70,22,4,1,0,5,11,0,12,0,0.314,92,3,1,2
2020,9,78629,"HT",51,16,3,0,2,11,13,4,15,1,0.314,77,0,0,1
2020,9,64300,"WO",68,21,3,0,2,12,8,1,12,1,0.309,86,3,0,0
2020,9,65207,"LG",13,4,1,0,0,1,1,0,2,0,0.308,15,0,0,1
2020,9,50704,"HH",26,8,0,0,1,6,1,1,9,0,0.308,35,0,1,1
2020,9,78513,"LT",72,22,4,0,3,16,9,2,13,1,0.306,93,0,1,1
2020,9,74206,"OB",53,16,0,0,0,2,4,0,11,0,0.302,65,2,0,0
2020,9,60558,"SK",60,18,3,0,2,7,2,1,8,1,0.3,68,5,3,1
2020,9,61186,"LG",47,14,4,1,2,7,4,0,9,4,0.298,55,1,0,0
2020,9,69652,"HT",64,19,7,0,5,20,12,1,9,1,0.297,87,0,0,2
2020,9,67341,"WO",71,21,4,0,1,17,13,0,11,0,0.296,95,3,0,2
2020,9,62700,"HH",62,18,2,0,0,5,6,1,17,1,0.29,79,1,0,1
2020,9,79215,"OB",69,20,9,0,0,11,3,0,8,2,0.29,81,0,0,1
2020,9,67872,"SK",69,20,1,0,7,18,8,2,14,0,0.29,87,0,1,0
2020,9,65399,"WO",59,17,2,0,0,9,9,0,14,0,0.288,70,0,0,1
2020,9,79109,"LG",66,19,4,0,1,7,9,1,18,0,0.288,86,5,0,1
2020,9,50854,"SK",63,18,2,0,0,4,3,0,13,1,0.286,75,4,0,3
2020,9,62947,"NC",42,12,1,0,2,9,4,0,13,0,0.286,47,2,1,0
2020,9,62864,"HT",42,12,2,0,2,6,2,0,4,1,0.286,49,0,0,2
2020,9,74163,"HH",42,12,3,1,0,2,4,0,3,0,0.286,46,0,0,0
2020,9,78288,"HH",35,10,0,0,0,4,2,2,5,0,0.286,48,0,0,2
2020,9,76267,"OB",60,17,2,0,1,6,4,1,8,0,0.283,76,0,0,2
2020,9,62884,"SK",39,11,1,0,2,7,8,0,4,0,0.282,47,0,0,0
2020,9,76802,"SK",54,15,3,0,1,8,3,0,3,3,0.278,65,0,0,2
2020,9,61743,"SK",11,3,0,0,0,0,1,0,2,1,0.273,12,0,1,0
2020,9,63963,"NC",44,12,3,0,0,6,2,1,8,0,0.273,57,1,0,1
2020,9,76753,"HH",33,9,0,0,2,11,1,1,9,0,0.273,43,0,0,0
2020,9,61208,"HH",33,9,2,0,0,1,3,2,10,1,0.273,43,1,1,3
2020,9,76100,"LT",59,16,2,0,4,15,11,0,16,3,0.271,78,0,0,0
2020,9,71564,"LT",74,20,4,0,1,11,7,0,11,4,0.27,91,0,0,1
2020,9,67893,"SK",15,4,1,0,0,2,2,0,3,0,0.267,21,0,0,0
2020,9,64266,"SS",15,4,2,0,0,1,2,0,6,1,0.267,17,0,0,0
2020,9,62025,"NC",19,5,0,0,2,4,2,0,4,2,0.263,27,0,0,1
2020,9,67304,"WO",73,19,4,1,0,6,3,1,13,1,0.26,86,1,3,0
2020,9,76249,"LT",27,7,0,0,0,4,4,0,5,2,0.259,32,1,0,1
2020,9,65898,"WO",62,16,3,0,4,12,8,1,21,3,0.258,81,1,0,1
2020,9,78135,"LG",35,9,4,0,1,3,2,1,10,1,0.257,44,0,0,1
2020,9,74465,"NC",51,13,4,0,0,6,7,2,13,3,0.255,69,0,0,1
2020,9,79231,"OB",59,15,3,1,0,2,7,0,9,2,0.254,76,2,0,2
2020,9,64166,"KT",67,17,1,0,3,13,9,0,19,1,0.254,90,2,2,3
2020,9,69825,"SK",4,1,1,0,0,0,0,0,0,1,0.25,5,0,0,0
2020,9,79150,"LG",48,12,2,0,0,0,2,0,8,2,0.25,59,2,1,2
2020,9,62925,"NC",60,15,2,0,0,5,3,1,6,2,0.25,64,3,0,0
2020,9,78122,"NC",8,2,0,0,0,0,1,0,0,1,0.25,13,0,0,1
2020,9,64499,"SS",4,1,0,0,0,1,2,0,1,0,0.25,6,0,0,0
2020,9,62415,"SS",60,15,3,1,1,5,11,2,5,0,0.25,85,5,1,3
2020,9,64209,"HH",4,1,0,0,0,0,0,0,2,0,0.25,4,0,0,0
2020,9,74729,"HH",24,6,0,0,1,3,2,2,8,0,0.25,34,0,0,0
2020,9,65514,"LT",4,1,0,0,0,0,3,0,1,0,0.25,7,0,0,0
2020,9,64504,"LT",12,3,1,0,0,1,3,0,3,0,0.25,19,1,0,0
2020,9,78548,"KT",57,14,2,0,1,8,2,0,11,3,0.246,70,0,0,2
2020,9,61404,"SS",53,13,1,0,1,10,4,0,5,3,0.245,61,2,0,1
2020,9,64646,"HT",49,12,3,0,0,5,8,0,6,1,0.245,67,0,3,5
2020,9,60523,"LT",49,12,1,0,1,5,9,1,7,1,0.245,70,0,0,2
2020,9,62244,"OB",45,11,2,0,0,7,7,2,9,1,0.244,62,0,0,3
2020,9,76849,"NC",70,17,3,0,1,5,12,1,13,2,0.243,94,3,1,3
2020,9,74540,"SS",42,10,1,0,1,3,5,0,5,4,0.238,50,0,0,0
2020,9,64868,"KT",47,11,2,0,0,3,6,0,13,1,0.234,60,2,1,0
2020,9,74339,"KT",56,13,0,0,1,9,5,0,6,0,0.232,68,0,0,0
2020,9,64657,"WO",39,9,1,0,2,6,8,1,11,0,0.231,58,1,0,1
2020,9,64153,"LG",48,11,2,0,3,7,4,1,12,0,0.229,54,0,0,1
2020,9,79240,"OB",57,13,3,0,1,6,5,0,2,3,0.228,71,1,1,1
2020,9,61353,"SK",66,15,2,0,1,1,3,0,12,0,0.227,70,0,1,0
2020,9,50469,"SS",66,15,3,0,3,12,7,0,18,0,0.227,83,1,0,2
2020,9,50165,"LG",67,15,4,1,5,16,11,0,28,1,0.224,87,1,0,0
2020,9,50506,"LT",67,15,3,0,1,7,9,1,9,5,0.224,86,2,0,1
2020,9,65610,"HT",9,2,0,0,0,0,2,0,3,0,0.222,15,0,0,0
2020,9,69442,"SS",9,2,0,0,0,2,0,0,3,0,0.222,12,0,0,0
2020,9,73136,"HH",45,10,2,0,2,7,2,1,17,1,0.222,48,0,0,0
2020,9,61204,"LT",9,2,1,0,0,0,0,0,3,0,0.222,9,0,2,0
2020,9,79365,"WO",37,8,2,0,0,3,8,2,13,2,0.216,47,0,0,0
2020,9,63634,"KT",14,3,1,0,0,1,0,1,5,0,0.214,16,0,0,1
2020,9,75334,"OB",61,13,3,0,3,12,11,0,16,5,0.213,79,1,0,1
2020,9,64006,"KT",61,13,3,0,0,6,4,0,16,0,0.213,78,6,2,4
2020,9,50350,"WO",66,14,3,0,0,6,6,1,9,1,0.212,84,2,0,2
2020,9,75151,"SK",19,4,2,0,0,3,0,0,5,0,0.211,24,0,0,1
2020,9,62934,"NC",29,6,0,0,2,2,5,0,6,0,0.207,43,2,1,3
2020,9,50458,"SS",29,6,0,0,0,1,6,0,9,0,0.207,36,2,2,1
2020,9,50600,"HT",34,7,2,0,0,1,1,0,5,1,0.206,39,0,1,3
2020,9,69737,"HH",68,14,3,0,1,8,9,0,29,2,0.206,86,0,1,0
2020,9,62265,"HT",59,12,4,0,1,9,6,1,11,2,0.203,70,0,0,0
2020,9,62931,"NC",64,13,2,0,1,6,8,2,21,0,0.203,85,0,2,2
2020,9,79456,"WO",30,6,1,0,0,3,2,1,2,2,0.2,37,0,0,0
2020,9,61700,"HH",40,8,1,0,2,7,7,2,15,1,0.2,55,0,0,2
2020,9,65586,"WO",52,10,1,0,2,9,10,0,21,0,0.192,69,2,0,0
2020,9,61102,"LG",53,10,3,0,0,5,3,1,10,3,0.189,64,0,0,0
2020,9,78224,"OB",64,12,2,0,4,13,9,1,15,1,0.188,83,0,0,0
2020,9,66965,"NC",11,2,0,0,0,1,2,0,3,0,0.182,13,0,0,0
2020,9,64906,"KT",11,2,0,0,0,1,1,0,1,0,0.182,12,0,0,0
2020,9,61566,"LT",11,2,1,0,0,1,1,0,3,0,0.182,12,0,0,0
2020,9,50730,"HH",67,12,1,0,1,8,7,1,29,1,0.179,86,0,1,2
2020,9,50802,"SK",17,3,1,0,1,4,6,1,1,0,0.176,24,0,0,0
2020,9,64704,"HH",17,3,0,0,0,0,0,0,3,0,0.176,20,0,0,0
2020,9,71837,"SK",29,5,0,0,0,2,3,1,7,2,0.172,39,0,0,0
2020,9,69100,"LG",12,2,0,0,0,1,0,0,2,0,0.167,12,0,0,0
2020,9,75808,"LG",6,1,0,0,0,1,1,0,1,0,0.167,8,0,0,1
2020,9,62558,"LT",42,7,2,0,0,8,10,1,6,2,0.167,63,1,1,2
2020,9,63704,"HH",61,10,1,0,0,6,4,0,13,1,0.164,74,4,0,1
2020,9,78756,"HH",25,4,0,0,0,2,3,2,6,1,0.16,34,0,0,3
2020,9,68305,"WO",19,3,1,0,0,6,0,0,7,1,0.158,21,0,0,1
2020,9,76812,"SK",38,6,0,0,0,3,7,2,4,3,0.158,54,0,0,2
2020,9,62895,"SK",19,3,0,0,2,5,5,0,4,0,0.158,24,0,0,0
2020,9,64468,"SS",32,5,2,0,0,3,1,0,7,1,0.156,34,1,0,1
2020,9,68912,"NC",13,2,0,0,0,0,2,0,6,0,0.154,19,0,0,0
2020,9,75847,"SK",61,9,3,0,2,7,4,0,18,3,0.148,73,0,0,1
2020,9,77248,"OB",7,1,0,0,0,0,2,0,3,0,0.143,12,0,0,0
2020,9,77463,"SK",21,3,1,0,0,2,5,0,4,1,0.143,31,0,0,0
2020,9,64004,"KT",21,3,0,0,0,0,2,0,4,1,0.143,24,0,0,0
2020,9,63920,"NC",15,2,1,0,0,0,1,0,1,0,0.133,16,0,0,0
2020,9,63440,"SK",17,2,0,0,0,0,2,0,2,1,0.118,21,0,0,0
2020,9,62556,"LT",17,2,0,0,0,1,4,0,5,1,0.118,21,0,0,0
2020,9,68868,"SK",10,1,0,0,0,0,1,0,1,0,0.1,11,0,0,0
2020,9,63722,"HT",23,2,1,0,0,2,1,0,7,0,0.087,29,0,0,1
2020,9,66354,"WO",12,1,1,0,0,1,2,0,6,0,0.083,19,0,0,0
2020,9,68518,"LT",12,1,0,0,0,0,0,0,3,0,0.083,12,0,0,0
2020,9,66409,"SS",15,1,0,0,0,0,2,0,6,0,0.067,18,0,0,1
2020,9,79290,"OB",6,0,0,0,0,0,0,0,1,0,0,6,0,0,0
